cc_num,mean_spend,std_spend,spend_cv,txn_frequency,weekend_ratio,late_night_ratio,pct_food,pct_travel,pct_leisure,pct_health,merchant_diversity,large_txn_ratio,monthly_spend_cv,txn_regularity,spend_trend
30357372465631,56.2036,73.3786,1.305586,30.375,0.362505,0.337545,0.236923,0.164954,0.162892,0.070412,0.596708,0.63878,0.497875,0.472757,31.8403
30360260465747,65.2719,111.6354,1.710314,30.4167,0.32585,0.365709,0.274984,0.141591,0.227042,0.058503,0.579452,0.667333,0.349634,0.469772,-3.5817
30364087349027,54.4842,111.4304,2.045187,91.0,0.305336,0.253197,0.213979,0.137361,0.218231,0.0639,0.293956,0.643356,0.337853,0.722325,113.6262
30371006069917,58.7254,71.4467,1.216624,60.6667,0.345106,0.289084,0.263179,0.158574,0.19806,0.057032,0.389423,0.620072,0.418183,0.639022,97.2194
30373802285317,64.6694,99.4257,1.537445,30.2083,0.238545,0.327943,0.293865,0.124853,0.206469,0.0335,0.6,0.607328,0.442956,0.462307,22.1297
30376238035123,61.0969,108.5754,1.777102,60.6667,0.343432,0.348961,0.261788,0.127094,0.165445,0.076124,0.399038,0.662963,0.376718,0.631666,9.3255
30404291151692,90.0293,136.5187,1.51638,60.7917,0.301615,0.240502,0.290504,0.030991,0.355874,0.041076,0.399589,0.676486,0.319904,0.631311,-0.9421
30407675418785,61.7933,245.8469,3.978534,121.4167,0.339446,0.237315,0.21748,0.231453,0.200947,0.045469,0.224434,0.69166,0.56751,0.780341,12.2786
30408301059761,83.4725,983.6725,11.784396,30.375,0.582334,0.580039,0.146458,0.504233,0.117268,0.058316,0.599451,0.788358,2.164247,0.490906,-84.2365
30427035050508,67.4619,118.4437,1.755714,60.75,0.292698,0.318704,0.269943,0.106508,0.242403,0.027593,0.400549,0.640203,0.449542,0.634581,-27.791
30428204673351,93.5929,84.7838,0.905878,121.2917,0.314417,0.253426,0.197237,0.226702,0.266893,0.069697,0.229818,0.466099,0.330276,0.777305,181.2818
30434173205605,65.4726,229.8468,3.51058,30.375,0.324396,0.268329,0.164807,0.197156,0.327383,0.03364,0.600823,0.74097,0.653292,0.481045,-17.7233
30442439074871,90.426,145.2939,1.606771,91.0,0.310226,0.23619,0.304649,0.043782,0.347339,0.039176,0.288462,0.668878,0.359886,0.725207,133.6316
30446018552504,50.4014,90.8532,1.802592,30.2917,0.383868,0.243013,0.257696,0.217463,0.132853,0.05429,0.577717,0.635602,0.513113,0.467073,15.5002
30487648872433,57.2915,85.4272,1.491098,60.75,0.308508,0.308138,0.273559,0.152712,0.161365,0.059926,0.389575,0.651444,0.345968,0.638564,55.575
30491348102802,62.9411,186.0272,2.955574,30.4167,0.268794,0.266122,0.257732,0.223534,0.145693,0.066499,0.59726,0.680148,0.672043,0.47851,87.0099
30501624614310,56.4115,164.3841,2.914016,121.3333,0.275097,0.28308,0.234225,0.156816,0.212617,0.053998,0.228022,0.664535,0.367003,0.77648,65.4133
30510856607165,57.6474,80.7523,1.400796,30.2917,0.294241,0.317571,0.274544,0.095482,0.181926,0.045918,0.58597,0.628973,0.415749,0.471483,13.7527
30518196150127,64.108,249.464,3.891309,30.2917,0.235652,0.21123,0.234796,0.257849,0.221435,0.038595,0.577717,0.701998,0.767852,0.472466,23.6157
30518206766474,56.3933,164.2032,2.91175,91.125,0.352174,0.245163,0.241591,0.161088,0.205142,0.057764,0.295382,0.66576,0.370044,0.722103,84.1649
30541100351706,55.8949,127.8911,2.288065,30.375,0.292588,0.242168,0.203647,0.216381,0.19674,0.09437,0.610425,0.655182,0.519394,0.474939,35.0339
30546453310167,70.3122,226.4743,3.22098,60.75,0.348172,0.379286,0.23543,0.159345,0.216951,0.024857,0.399863,0.671149,0.488762,0.645319,57.0841
30551643947183,88.0654,126.4664,1.43605,151.3333,0.336197,0.295671,0.305168,0.028733,0.329727,0.039669,0.186123,0.658718,0.326336,0.805815,186.0417
30560609640617,59.2716,100.5856,1.697027,91.0,0.298378,0.311948,0.270714,0.157455,0.180004,0.068835,0.285714,0.646503,0.389181,0.720863,80.9982
30561214688470,46.2077,138.3252,2.993552,121.125,0.418908,0.284174,0.160017,0.192947,0.293734,0.062926,0.230134,0.704509,0.44392,0.742076,66.4566
30570197515105,67.718,131.3432,1.939562,30.2917,0.305319,0.347397,0.259599,0.096194,0.266806,0.03053,0.590096,0.641613,0.444423,0.482144,38.3077
30596478689301,51.8909,111.3176,2.145225,30.3333,0.277622,0.199549,0.214786,0.157489,0.191936,0.091911,0.619505,0.655003,0.541564,0.489325,29.2541
36078114201167,59.4211,136.627,2.299301,121.5417,0.328313,0.314097,0.273446,0.200927,0.171186,0.060442,0.221803,0.65058,0.33592,0.77637,147.1487
36153880429415,77.9924,413.0128,5.295553,60.6667,0.261458,0.294428,0.236699,0.248214,0.135143,0.028172,0.394231,0.662288,0.673378,0.635187,82.4112
36192615525683,83.994,125.6278,1.495676,30.2917,0.291649,0.309634,0.293503,0.019076,0.282863,0.051599,0.594223,0.669846,0.549635,0.485417,58.2765
36360452125889,61.2988,92.2247,1.50451,30.4167,0.311727,0.374172,0.303588,0.106814,0.172005,0.034188,0.593151,0.617936,0.474091,0.481692,33.027
36485887555770,70.3433,69.0773,0.982003,121.4583,0.393892,0.19827,0.085528,0.101545,0.391626,0.049014,0.225729,0.57533,0.395869,0.753887,226.8058
36581538659449,55.6808,80.188,1.440138,30.375,0.373365,0.300998,0.247308,0.169106,0.191928,0.051554,0.607682,0.6374,0.486436,0.454899,25.5579
36721445180895,60.604,99.0107,1.633731,90.9583,0.306382,0.290897,0.261642,0.162313,0.174296,0.069753,0.287678,0.653089,0.283146,0.726713,54.8585
36722699017270,86.6907,111.6446,1.28785,182.3333,0.323089,0.253053,0.336175,0.023971,0.303752,0.038192,0.155393,0.655216,0.314127,0.835267,124.5552
36890292963032,61.6819,107.0357,1.735285,30.3333,0.363601,0.345548,0.258715,0.123533,0.230667,0.078992,0.586538,0.659707,0.37511,0.467351,44.117
36913587729122,87.9326,132.1588,1.502956,151.5,0.319133,0.257056,0.32079,0.038334,0.328864,0.040609,0.185644,0.664544,0.296966,0.80568,225.6925
38014427445058,59.6559,83.0809,1.392669,30.2917,0.305168,0.394928,0.296208,0.125703,0.16313,0.042607,0.57359,0.598369,0.437244,0.475715,43.0655
38052002992326,45.5933,101.9686,2.236483,151.8333,0.380616,0.216214,0.161317,0.184786,0.256412,0.073171,0.188804,0.693571,0.316708,0.784596,60.0017
38057513087029,48.9849,144.9485,2.959044,91.0,0.39244,0.198416,0.160042,0.215658,0.271734,0.068453,0.298993,0.707786,0.41431,0.689989,-1.5894
38199021865320,93.9525,83.2584,0.886175,121.3333,0.325959,0.26803,0.20315,0.224074,0.271944,0.059602,0.226992,0.459577,0.30526,0.775348,133.5221
38295635583927,53.323,105.5783,1.979976,121.5,0.326267,0.258964,0.236373,0.16942,0.229088,0.055323,0.225652,0.660003,0.35188,0.782345,100.0776
38530489946071,60.9941,140.6126,2.305347,121.125,0.342832,0.297986,0.22053,0.15569,0.226483,0.044873,0.227726,0.694159,0.420175,0.770669,69.2142
38544312728630,80.0666,93.9741,1.1737,30.375,0.341908,0.257198,0.302198,0.021819,0.261959,0.06063,0.587106,0.629553,0.319839,0.481427,13.7148
38580485618059,59.6542,80.0295,1.341556,121.0,0.306776,0.313677,0.271397,0.15153,0.196659,0.070043,0.222452,0.644853,0.366186,0.770611,118.4657
38588538868506,58.5459,140.6499,2.402386,121.2917,0.293442,0.237972,0.249292,0.174094,0.216147,0.046055,0.224322,0.680081,0.379964,0.769767,141.2864
38797410705641,94.9386,86.9403,0.915752,91.1667,0.314325,0.259006,0.218781,0.233563,0.248274,0.056588,0.288391,0.469449,0.301128,0.733227,112.6616
38859492057661,65.6206,102.1053,1.555993,30.2917,0.383801,0.331269,0.271455,0.133164,0.241229,0.048466,0.590096,0.635602,0.411081,0.493975,42.8448
38947654498698,53.2951,103.8036,1.947715,91.0,0.289099,0.303959,0.259768,0.152926,0.174686,0.054819,0.285256,0.662137,0.306799,0.721518,62.2993
180011453250192,95.5077,87.8669,0.919998,121.4167,0.321454,0.260286,0.199182,0.245019,0.268958,0.051651,0.22615,0.474041,0.321723,0.781736,93.5406
180014262259255,64.1612,98.5655,1.536218,60.6667,0.283684,0.347777,0.269803,0.113269,0.226413,0.029482,0.389423,0.614553,0.374862,0.625604,56.6777
180017442990269,62.3824,97.1192,1.556836,60.7917,0.329734,0.326951,0.267202,0.126406,0.225713,0.02662,0.40233,0.612816,0.288246,0.63689,11.8223
180018375329178,85.6377,114.8774,1.341434,90.9583,0.31971,0.273696,0.301833,0.036286,0.322498,0.047987,0.293175,0.648737,0.290334,0.723636,144.5368
180031190491743,89.3062,133.7444,1.497593,151.7083,0.348581,0.258549,0.304803,0.044744,0.311766,0.045498,0.182642,0.660308,0.317149,0.804379,145.3781
180036456789979,55.8567,111.0018,1.987259,151.875,0.356568,0.259241,0.233316,0.166084,0.179282,0.055671,0.186008,0.66138,0.310443,0.809051,67.3405
180040027502291,59.0045,87.2224,1.478233,30.2917,0.335904,0.25676,0.242576,0.143112,0.209961,0.056966,0.583219,0.614394,0.481051,0.460696,43.1301
180042946491150,56.0339,111.6327,1.992235,121.375,0.294849,0.270291,0.201487,0.149124,0.23856,0.071696,0.230003,0.649669,0.28575,0.774868,115.9482
180046165512893,62.0477,78.0274,1.257539,60.8333,0.316938,0.342123,0.280604,0.137259,0.168573,0.031603,0.392466,0.588299,0.316353,0.631901,21.5833
180046617132290,67.9543,106.1891,1.562654,60.6667,0.352245,0.342476,0.257522,0.095587,0.233374,0.031292,0.393544,0.620538,0.382017,0.650299,74.4151
180046765320457,70.3913,210.5383,2.990971,60.75,0.308864,0.284808,0.243689,0.199643,0.177107,0.023213,0.383402,0.631044,0.469578,0.63361,102.6774
180047222886866,56.5318,103.8905,1.837736,30.3333,0.331873,0.272461,0.217445,0.172346,0.234866,0.057474,0.57967,0.656609,0.469903,0.476502,6.0883
180048185037117,86.545,111.4246,1.287475,182.0,0.328353,0.265495,0.340966,0.03597,0.28372,0.045704,0.155449,0.649837,0.300991,0.830418,169.0309
180049032966888,91.6122,80.6299,0.880122,121.625,0.312035,0.272447,0.224243,0.210424,0.265576,0.063297,0.221309,0.454993,0.320443,0.776966,151.9077
180056173248083,56.1902,128.1411,2.28049,60.7917,0.294549,0.235173,0.206835,0.188888,0.180374,0.090964,0.40233,0.646349,0.473449,0.643624,92.4686
180058696935600,66.3609,61.5776,0.927921,30.2917,0.377948,0.175874,0.091743,0.107459,0.404806,0.063079,0.6011,0.576652,0.505618,0.443594,82.2052
180064817343047,63.0565,186.7529,2.961675,91.0417,0.326815,0.294744,0.25285,0.196383,0.190107,0.060748,0.286957,0.677481,0.42324,0.7257,140.6509
180065479077096,63.6466,97.1763,1.526811,90.9167,0.341547,0.298718,0.253021,0.139011,0.168193,0.039326,0.285976,0.610507,0.389328,0.718577,52.108
180067151859700,86.9822,132.3007,1.521008,90.9167,0.341962,0.261526,0.282857,0.029122,0.345406,0.047413,0.294684,0.667171,0.376538,0.710993,122.3519
180067784565096,60.7479,92.7611,1.526983,120.7083,0.301652,0.297187,0.256442,0.1618,0.193454,0.059933,0.226096,0.653361,0.367223,0.77211,96.8343
180068353086472,89.0649,146.4688,1.644518,30.3333,0.365406,0.252581,0.307757,0.027545,0.37161,0.043861,0.593407,0.6617,0.424273,0.481483,27.2343
180069253480336,68.0737,144.9385,2.129142,60.6667,0.31115,0.355857,0.259046,0.122131,0.213304,0.033576,0.393544,0.623968,0.424073,0.632983,90.0849
180072527505094,60.9485,98.4873,1.615909,90.8333,0.314701,0.373971,0.278867,0.120345,0.175688,0.03671,0.291284,0.614982,0.366739,0.731488,44.756
180081032825079,57.521,89.3712,1.553715,60.7083,0.306805,0.335491,0.23745,0.163727,0.194629,0.06055,0.385724,0.65863,0.321974,0.63525,21.6151
180084576295055,58.8559,84.8848,1.442247,90.7083,0.360443,0.295523,0.242318,0.177193,0.185601,0.075352,0.282958,0.645995,0.392394,0.717954,103.3399
180084695172649,90.065,158.2776,1.757371,30.375,0.361794,0.231328,0.273268,0.060682,0.294862,0.044774,0.587106,0.649538,0.517126,0.464812,50.0285
180094419304907,89.1467,134.5629,1.509454,182.25,0.31904,0.247315,0.294897,0.03269,0.33951,0.036752,0.155464,0.668621,0.338944,0.825571,273.9337
180094608895855,63.0543,95.8722,1.52047,30.375,0.37164,0.36285,0.262174,0.137808,0.144723,0.073493,0.592593,0.644507,0.435492,0.464402,12.7794
213102873001603,60.4663,124.8464,2.064727,91.0,0.293845,0.315349,0.21955,0.172675,0.228282,0.06137,0.282509,0.665772,0.384706,0.719293,63.8635
213107169859697,94.4376,134.9766,1.429268,30.4167,0.340224,0.244797,0.257646,0.045563,0.375828,0.038452,0.60274,0.671827,0.483234,0.439895,20.8006
213112402583773,56.8289,186.1759,3.276077,181.8333,0.314826,0.300863,0.227325,0.191685,0.21482,0.049347,0.156279,0.674498,0.521321,0.828948,77.4062
213113028819344,65.5329,131.2108,2.002212,60.7917,0.37736,0.382697,0.27973,0.138519,0.202843,0.030555,0.39342,0.637601,0.414396,0.620661,90.1062
213113338379864,65.3519,82.6277,1.264351,30.375,0.364613,0.362343,0.276551,0.09352,0.189174,0.033346,0.573388,0.600472,0.338849,0.487982,15.1554
213114122496591,60.9117,82.9317,1.361506,60.75,0.315191,0.276106,0.262568,0.164796,0.206505,0.065708,0.389575,0.629563,0.366663,0.638216,70.179
213120463918358,59.9668,79.5738,1.326965,60.7917,0.348055,0.301453,0.250455,0.164891,0.209418,0.0809,0.383825,0.637619,0.400183,0.641453,50.7037
213124978348176,58.7322,90.3563,1.538446,90.875,0.337443,0.314626,0.272974,0.168334,0.171834,0.064819,0.287024,0.657147,0.31111,0.721334,72.3549
213125815021702,58.125,90.0453,1.549166,91.0417,0.345839,0.316335,0.266038,0.166781,0.163619,0.06656,0.286499,0.650213,0.353849,0.724483,83.3984
213126662687660,61.8087,162.1472,2.623373,90.9167,0.324198,0.234145,0.178028,0.122121,0.283417,0.063076,0.293767,0.68674,0.423085,0.715399,89.5539
213136802746375,60.5081,123.8902,2.047498,30.3333,0.333872,0.310724,0.264432,0.138318,0.226924,0.068589,0.587912,0.680583,0.603219,0.472957,61.2584
213141712584544,87.5953,121.8446,1.390994,182.0,0.336289,0.265427,0.32188,0.032133,0.315223,0.04561,0.155449,0.658851,0.320262,0.829172,189.4599
213148039875802,89.4085,215.9258,2.415046,91.2083,0.326339,0.264422,0.309223,0.082614,0.307468,0.039925,0.294198,0.667263,0.394753,0.719547,90.7734
213153151785052,46.3628,95.38,2.057252,91.25,0.365888,0.204878,0.156381,0.183258,0.244657,0.071656,0.294521,0.677017,0.328384,0.696223,21.9443
213154573301411,95.2929,84.7949,0.889835,60.75,0.316145,0.28578,0.208606,0.229966,0.262454,0.062994,0.381344,0.462618,0.334482,0.645048,38.8274
213155997615567,93.7807,80.8516,0.862134,60.6667,0.324883,0.288512,0.213914,0.209767,0.271602,0.059306,0.39217,0.452397,0.326813,0.640949,74.1006
213156747557083,64.8974,260.0993,4.007852,151.625,0.312896,0.243023,0.173283,0.212464,0.232084,0.052724,0.187139,0.702367,0.424057,0.809925,108.9307
213157767990030,91.7517,139.2497,1.517679,151.2083,0.316157,0.266266,0.317209,0.036076,0.343379,0.039619,0.184624,0.664386,0.347464,0.806948,242.1096
213161231269724,63.047,119.6496,1.897784,91.0,0.324418,0.296497,0.273735,0.139636,0.2165,0.042319,0.287546,0.60435,0.307013,0.718406,-14.8972
213161293389774,65.4638,123.0327,1.879402,90.9583,0.332238,0.274387,0.268879,0.155756,0.182247,0.034881,0.289968,0.62562,0.45052,0.721598,145.2418
213161869125933,57.8489,86.6951,1.498649,91.25,0.321592,0.303196,0.269618,0.161002,0.186635,0.054789,0.289954,0.650651,0.340094,0.717808,81.6224
213163860545705,91.3629,81.6293,0.893462,60.625,0.321369,0.248737,0.217809,0.213673,0.25967,0.054797,0.393814,0.458839,0.29982,0.641648,91.8355
213173753804333,63.263,103.0392,1.628744,90.8333,0.335195,0.329628,0.24063,0.118955,0.221115,0.030089,0.28578,0.628068,0.30702,0.717245,39.6116
213174467670432,59.4738,87.3118,1.468071,91.0417,0.361693,0.309348,0.26173,0.156466,0.185633,0.062481,0.284211,0.654637,0.374146,0.723827,121.1178
213175487106448,59.7508,82.0155,1.372626,91.0,0.323575,0.330171,0.256934,0.156564,0.22535,0.057687,0.284341,0.647466,0.407235,0.718965,101.4349
213178765398315,59.4257,166.4362,2.800744,121.4583,0.329209,0.243836,0.187626,0.163886,0.251542,0.066906,0.230189,0.67988,0.323377,0.767506,145.294
213178850083780,92.0618,80.8705,0.878437,91.125,0.309583,0.266274,0.205625,0.213891,0.271714,0.064403,0.290352,0.457977,0.314953,0.717438,101.8712
213180742685905,58.646,99.446,1.695699,121.125,0.304958,0.342041,0.268074,0.15844,0.191043,0.074481,0.221878,0.653029,0.34663,0.77721,82.1843
213186334552049,52.0328,81.554,1.56736,60.5417,0.331878,0.231082,0.270362,0.183137,0.135762,0.064274,0.401927,0.64066,0.341776,0.647939,41.2255
213186551511454,56.3106,65.8747,1.169844,30.3333,0.347278,0.309281,0.294082,0.169193,0.126003,0.076965,0.583791,0.629997,0.367311,0.469285,37.8221
213186880359195,97.1845,95.8338,0.986102,30.3333,0.269981,0.240629,0.191621,0.274114,0.236603,0.053856,0.592033,0.487146,0.33038,0.484882,35.8595
213191402330021,46.991,101.4967,2.159917,91.25,0.361441,0.229846,0.162814,0.1925,0.237999,0.070142,0.296347,0.700528,0.381919,0.695069,27.228
213193596103206,93.2504,83.2662,0.892931,121.1667,0.309451,0.258962,0.212183,0.223057,0.262914,0.057568,0.226272,0.461092,0.332772,0.782266,130.6955
213195754007681,59.6647,88.152,1.477457,91.1667,0.313275,0.322947,0.252423,0.151275,0.216699,0.066704,0.286106,0.655361,0.368179,0.728868,109.2788
213198837352314,94.4208,83.8614,0.888166,30.2083,0.298317,0.261119,0.214103,0.216127,0.286499,0.053881,0.58069,0.457323,0.416876,0.469047,35.761
213199865312311,59.5096,87.1714,1.46483,91.0417,0.312525,0.329169,0.262333,0.146933,0.20501,0.072686,0.284211,0.651676,0.358263,0.723531,61.995
340103199302564,63.5394,87.3566,1.374841,60.6667,0.329919,0.307721,0.250655,0.153926,0.188649,0.033042,0.390797,0.612487,0.398619,0.638921,45.9451
340951438290556,92.7052,136.6291,1.473802,91.1667,0.320371,0.278944,0.317547,0.026719,0.33504,0.043141,0.292505,0.659136,0.338174,0.721724,107.1507
340953839692349,54.3061,98.0254,1.805052,151.5,0.318457,0.26725,0.221415,0.157301,0.199978,0.065988,0.188394,0.644264,0.31471,0.81007,71.2368
341283058448499,61.2408,152.7417,2.494117,60.625,0.321966,0.292959,0.261731,0.206476,0.165376,0.063667,0.388316,0.687607,0.513079,0.637884,78.0781
341542810616333,55.2353,68.8799,1.247026,60.75,0.322428,0.302544,0.259718,0.152028,0.187424,0.068319,0.387517,0.637374,0.368955,0.631202,43.6107
341546199006537,62.424,121.5203,1.946691,91.1667,0.312943,0.266244,0.255869,0.165785,0.197647,0.05515,0.288391,0.661484,0.285378,0.728583,55.8733
342035762534413,70.1467,65.4343,0.932822,30.375,0.389716,0.182267,0.104643,0.107475,0.391585,0.044931,0.58299,0.56551,0.369697,0.463577,49.1992
342319985983023,91.2482,79.941,0.876082,91.0833,0.299904,0.258485,0.208752,0.208385,0.261395,0.057179,0.286368,0.454497,0.308225,0.732214,57.4944
342351256941125,87.8744,129.2984,1.4714,90.9167,0.337376,0.265879,0.296259,0.041628,0.325497,0.044268,0.289184,0.656931,0.3175,0.721497,135.5643
342360239917375,54.7461,68.3354,1.248224,30.3333,0.344694,0.292919,0.24028,0.169911,0.189636,0.046246,0.592033,0.632443,0.441381,0.479217,44.626
342952484382519,56.7759,199.516,3.514095,182.125,0.301305,0.296054,0.229049,0.197808,0.204844,0.055862,0.154656,0.66378,0.355109,0.834919,-42.9608
343464013864032,65.9206,135.1675,2.050461,91.125,0.324433,0.311224,0.250854,0.145009,0.184919,0.028484,0.281207,0.616337,0.407401,0.725179,123.5421
343472729187663,62.9548,332.7412,5.285396,60.7083,0.302484,0.238297,0.205445,0.260982,0.210373,0.03916,0.393274,0.713542,0.669236,0.642964,-44.0562
343668971234893,62.1561,90.5632,1.45703,91.0833,0.349326,0.333551,0.273872,0.145125,0.175876,0.028292,0.290485,0.610318,0.400855,0.71677,60.6854
343746486082492,58.6012,163.0601,2.782537,91.1667,0.284884,0.212968,0.198965,0.156295,0.229542,0.053426,0.295704,0.667314,0.379252,0.727709,30.5383
343819048608995,61.2506,93.4882,1.526323,60.625,0.323214,0.32138,0.29207,0.120532,0.168857,0.030541,0.396564,0.592224,0.295532,0.643954,47.7578
344342339068828,62.7067,98.9802,1.578463,91.0,0.343576,0.307466,0.257908,0.133671,0.18583,0.032869,0.285256,0.609746,0.380645,0.704451,112.5804
344709867813900,88.1886,118.9707,1.349049,182.125,0.336888,0.267113,0.320692,0.029992,0.313889,0.040587,0.156715,0.660517,0.299837,0.831003,215.8294
345060451158891,55.5514,68.4356,1.231933,60.7083,0.367027,0.358839,0.285862,0.158938,0.199308,0.051413,0.384351,0.631831,0.331329,0.645292,10.4439
345389171551808,53.8168,94.1946,1.750282,121.3333,0.294079,0.24016,0.218515,0.160482,0.198216,0.084399,0.230769,0.641198,0.295356,0.778559,59.0001
345832460465610,66.9892,143.5253,2.142514,91.125,0.381527,0.313533,0.250133,0.101801,0.276316,0.036179,0.286694,0.642167,0.429007,0.723313,96.4702
345933964507467,55.5539,121.8914,2.19411,181.9583,0.305291,0.24333,0.23525,0.16174,0.210705,0.053424,0.1564,0.668895,0.389925,0.834943,147.8766
346208242862904,70.8701,179.7273,2.536009,30.4167,0.30078,0.366882,0.250147,0.113181,0.304246,0.021298,0.593151,0.668436,0.461426,0.472885,44.7189
346243940647414,60.3288,196.4346,3.256068,30.375,0.356878,0.239793,0.198759,0.198176,0.260907,0.067477,0.609053,0.686425,0.593477,0.474028,58.7689
346273234529002,85.2925,124.5666,1.460464,151.75,0.320121,0.262133,0.321842,0.042247,0.297152,0.043763,0.185338,0.656675,0.350093,0.812941,155.5016
347073228412010,90.2239,75.9212,0.841475,60.7083,0.315619,0.261067,0.215173,0.201796,0.269323,0.059774,0.398078,0.449567,0.323787,0.644383,45.1739
347612609554823,46.9971,114.7906,2.442501,30.4167,0.399257,0.239091,0.135282,0.200067,0.223678,0.058633,0.590411,0.709332,0.478339,0.443787,16.6868
348253506557335,64.0397,136.0573,2.124578,30.4167,0.305596,0.402282,0.278712,0.157296,0.165394,0.023573,0.59589,0.648818,0.41297,0.488996,54.4807
348379466427142,66.1241,111.3829,1.684452,60.5833,0.325534,0.348365,0.265454,0.118376,0.193031,0.030906,0.385144,0.617151,0.43615,0.63442,44.1984
348789608637806,57.4438,82.0508,1.428367,121.375,0.319853,0.308726,0.269814,0.163374,0.169877,0.065177,0.221078,0.639272,0.360828,0.775882,18.7903
349612764943496,94.7324,89.1431,0.940999,91.0,0.297981,0.268193,0.191867,0.247019,0.269708,0.059983,0.284799,0.47199,0.292454,0.733117,113.8508
370348764075623,65.5245,145.6153,2.222304,60.75,0.310374,0.380488,0.234722,0.144634,0.216782,0.023461,0.390261,0.624576,0.435512,0.636034,72.1441
370612217861404,87.1352,128.9938,1.480387,91.0417,0.331188,0.273627,0.301906,0.041812,0.316655,0.041361,0.295652,0.667749,0.334032,0.717543,132.8145
370818583810103,62.1201,167.2265,2.691985,60.6667,0.306264,0.221642,0.18076,0.14794,0.24158,0.080939,0.401786,0.675529,0.356764,0.64662,-8.4555
370877495212014,84.6164,114.6446,1.354873,151.5417,0.320778,0.264853,0.311586,0.034237,0.309554,0.043277,0.187792,0.655602,0.330247,0.805804,248.4476
371009169330125,52.7834,251.6256,4.767139,90.7917,0.30129,0.213283,0.155155,0.165169,0.343712,0.054134,0.301056,0.730816,0.546141,0.696184,-18.7285
371034293500716,61.684,160.7121,2.605411,60.7083,0.354648,0.300151,0.224099,0.205067,0.180365,0.07606,0.395333,0.668984,0.448569,0.63739,14.6958
371226440126102,56.9723,123.4241,2.166387,151.2917,0.316677,0.257141,0.224683,0.153585,0.231695,0.052973,0.185624,0.664337,0.416025,0.810488,194.1481
371284100299909,54.2904,117.4286,2.16297,60.6667,0.308256,0.250859,0.243479,0.155028,0.206275,0.049716,0.394918,0.664958,0.392871,0.640409,71.3027
371284424780634,66.381,127.2249,1.916587,60.8333,0.31777,0.319837,0.276903,0.130382,0.227321,0.033046,0.396575,0.634856,0.472004,0.640179,96.2293
371683116218417,56.4002,73.3398,1.300348,30.4167,0.322056,0.337482,0.26521,0.116858,0.196759,0.042092,0.589041,0.593633,0.492657,0.465224,39.4661
371985236239474,61.9404,103.4159,1.669604,60.5417,0.324837,0.304445,0.215576,0.13843,0.215442,0.080922,0.390915,0.671558,0.43166,0.636957,61.1473
372246459334925,62.2838,114.5448,1.839077,91.1667,0.342096,0.305692,0.232896,0.143747,0.190691,0.064634,0.285649,0.666109,0.439743,0.724883,127.3941
372382441451095,64.5328,178.4353,2.765031,91.0417,0.36207,0.363254,0.229016,0.194097,0.202036,0.076299,0.281007,0.662108,0.42744,0.731956,77.9403
372509258176510,90.6016,229.6229,2.534425,182.125,0.31265,0.244535,0.300503,0.079162,0.298903,0.043565,0.155113,0.67355,0.323305,0.832316,243.1533
372520049757633,70.949,74.7247,1.053217,182.0833,0.3998,0.198111,0.088713,0.104323,0.374457,0.050623,0.156751,0.592542,0.341329,0.81006,354.6589
373043435942726,88.7772,71.0209,0.799989,60.7917,0.325468,0.26103,0.217062,0.176809,0.291333,0.054358,0.391364,0.436572,0.295948,0.647077,73.9224
373213026644490,57.3234,171.1602,2.98587,30.2917,0.284811,0.245733,0.221776,0.237873,0.165382,0.060535,0.595598,0.648348,0.583044,0.489748,48.7039
373905417449658,86.658,118.6127,1.368746,151.4583,0.325883,0.257822,0.310602,0.027868,0.318262,0.04847,0.18542,0.651558,0.375159,0.804671,188.8509
374125201044065,64.75,137.5277,2.123979,90.9167,0.327929,0.340585,0.280304,0.169821,0.153738,0.029576,0.281852,0.625103,0.279091,0.719832,30.9091
374238209524200,55.6944,73.2069,1.314439,60.7917,0.329688,0.330838,0.262909,0.161911,0.175596,0.082203,0.391364,0.636491,0.350718,0.637844,46.4121
374497717543058,59.8054,121.1663,2.02601,121.3333,0.341436,0.290091,0.263386,0.171382,0.178333,0.065289,0.223901,0.662156,0.332061,0.77894,15.98
374656033243756,58.4872,184.5425,3.155265,90.875,0.308648,0.243578,0.191579,0.13324,0.302623,0.064907,0.298487,0.687493,0.417921,0.723706,21.8676
374821819075109,67.7238,121.4815,1.793779,30.3333,0.314433,0.344184,0.296312,0.093723,0.210406,0.035688,0.593407,0.626511,0.48167,0.468443,47.8418
374930071163758,62.9427,171.5089,2.724844,151.5417,0.319454,0.235163,0.188013,0.144809,0.262292,0.070622,0.187517,0.692046,0.301265,0.805967,135.7156
375082648741747,54.5856,141.7365,2.596593,121.3333,0.320943,0.299502,0.222225,0.179184,0.213013,0.048776,0.228709,0.665011,0.402187,0.779021,133.1042
375237305371366,67.5854,103.9399,1.537905,30.2917,0.318628,0.33545,0.264717,0.101842,0.211003,0.032737,0.605227,0.629333,0.607623,0.459312,37.2904
375248307838179,60.6545,143.579,2.367161,121.6667,0.317863,0.265479,0.272128,0.172073,0.152963,0.075748,0.222603,0.644933,0.41044,0.776922,61.7914
375534208663984,93.2706,85.5525,0.91725,121.2083,0.305248,0.283813,0.217529,0.23389,0.263114,0.06103,0.224132,0.46527,0.302168,0.780442,128.8442
